CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Churn Reason,Churn Value
8966-KZXXA,1.0,United States,California,Long Beach,90807.0,"33.830099, -118.182239",33.830099,-118.182239,Male,No,Yes,Yes,36.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,3040.0,,0.0
5028-GZLDO,1.0,United States,California,Moraga,94556.0,"37.827946, -122.107185",37.827946,-122.107185,Male,No,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,5317.0,Service dissatisfaction,1.0
5879-SESNB,1.0,United States,California,Moraga,94556.0,"37.827946, -122.107185",37.827946,-122.107185,Female,No,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,5902.0,,0.0
3904-UKFRE,1.0,United States,California,Stockton,95205.0,"37.965695, -121.260051",37.965695,-121.260051,Male,No,No,No,4.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,2333.0,,0.0
7956-XQWGU,1.0,United States,California,Long Beach,90803.0,"33.760458, -118.129725",33.760458,-118.129725,Male,No,No,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,5975.0,,0.0
4550-VBOFE,1.0,United States,California,Soulsbyville,95372.0,"37.990574, -120.261821",37.990574,-120.261821,Male,Yes,Yes,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,,5005.0,Lack of self-service on Website,1.0
8058-DMYRU,1.0,United States,California,Glendale,91208.0,"34.195386, -118.238508",34.195386,-118.238508,Male,Yes,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,5232.0,,0.0
7278-CKDNC,1.0,United States,California,Fresno,93701.0,"36.749403, -119.787574",36.749403,-119.787574,Male,Yes,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,4422.0,,0.0
1568-LJSZU,1.0,United States,California,Harbor City,90710.0,"33.798266, -118.300237",33.798266,-118.300237,Male,No,Yes,No,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,4451.0,,0.0
1663-MHLHE,1.0,United States,California,Duarte,91010.0,"34.145695, -117.95982",34.145695,-117.95982,Male,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,4629.0,,0.0
8313-AFGBW,1.0,United States,California,Los Angeles,90008.0,"34.008293, -118.346766",34.008293,-118.346766,Male,No,Yes,No,47.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,73.6,3522.65,4795.0,,0.0
5337-IIWKZ,1.0,United States,California,Sultana,93666.0,"36.545353, -119.338535",36.545353,-119.338535,Male,No,Yes,Yes,34.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,5569.0,,0.0
0168-XZKBB,1.0,United States,California,Boron,93516.0,"34.95703, -117.73045",34.95703,-117.73045,Female,No,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,5072.0,,0.0
0016-QLJIS,1.0,United States,California,Sheridan,95681.0,"38.984756, -121.345074",38.984756,-121.345074,Female,No,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,5509.0,,0.0
5449-FIBXJ,1.0,United States,California,San Jose,95127.0,"37.375156, -121.795867",37.375156,-121.795867,Male,No,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,,Yes,Month-to-month,No,Electronic check,103.3,2012.7,2349.0,Lack of affordable download/upload speed,1.0
3170-GWYKC,1.0,United States,California,Vernalis,95385.0,"37.609095, -121.263381",37.609095,-121.263381,Female,No,No,No,60.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,5926.0,,0.0
6100-FJZDG,1.0,United States,California,Olema,94950.0,"38.052209, -122.775567",38.052209,-122.775567,Male,No,Yes,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,2403.0,,0.0
0670-KDOMA,1.0,United States,California,Chowchilla,93610.0,"37.100948, -120.270136",37.100948,-120.270136,Female,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,5854.0,,0.0
8566-YPRGL,1.0,United States,California,Long Beach,90806.0,"33.802664, -118.179971",33.802664,-118.179971,Female,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,5279.0,,0.0
7833-PKIHD,1.0,United States,California,Palm Desert,92260.0,"33.694501, -116.412711",33.694501,-116.412711,Male,No,Yes,No,51.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,6385.0,,0.0
9124-LHCJQ,1.0,United States,California,Los Angeles,90057.0,"34.061918, -118.277939",34.061918,-118.277939,Female,No,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,2318.0,Price too high,1.0
7113-HIPFI,1.0,United States,California,Long Beach,90806.0,"33.802664, -118.179971",33.802664,-118.179971,Male,No,Yes,Yes,66.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,5500.0,,0.0
7250-EQKIY,1.0,United States,California,Fort Jones,96032.0,"41.5837, -122.935922",41.5837,-122.935922,Female,No,Yes,Yes,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,2426.0,Competitor made better offer,1.0
8774-GSBUN,1.0,United States,California,Compton,90222.0,"33.912246, -118.236773",33.912246,-118.236773,Male,No,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,6011.0,,0.0
8627-EHGIP,1.0,United States,California,Sacramento,95838.0,"38.646096, -121.442433",38.646096,-121.442433,Male,No,No,No,44.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,3051.0,Competitor offered more data,1.0
3061-BCKYI,1.0,United States,California,Thousand Palms,92276.0,"33.849263, -116.382778",33.849263,-116.382778,Male,No,No,No,14.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,283.75,3854.0,,0.0
2227-JRSJX,1.0,United States,California,Monterey Park,91754.0,"34.050322, -118.147037",34.050322,-118.147037,Female,No,No,No,21.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,5324.0,,0.0
2023-VQFDL,1.0,United States,California,Riverside,92506.0,"33.930931, -117.361788",33.930931,-117.361788,Male,No,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,5379.0,,0.0
0402-OAMEN,1.0,United States,California,Spreckels,93962.0,"36.624641, -121.647195",36.624641,-121.647195,Female,No,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,5335.0,,0.0
3791-LGQCY,1.0,United States,California,Loomis,95650.0,"38.809175, -121.171375",38.809175,-121.171375,Female,Yes,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,4803.0,Attitude of support person,1.0
1073-XXCZD,1.0,United States,California,Bakersfield,93308.0,"35.559617, -118.925185",35.559617,-118.925185,Male,No,Yes,No,55.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,6228.0,,0.0
0924-BJCRC,1.0,United States,California,Felton,95018.0,"37.089111, -122.062213",37.089111,-122.062213,Female,Yes,Yes,No,60.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,4340.0,,0.0
6813-GZQCG,1.0,United States,California,Milford,96121.0,"40.181279, -120.392967",40.181279,-120.392967,Female,No,Yes,Yes,45.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,2194.0,,0.0
1027-LKKQQ,1.0,United States,California,Plymouth,95669.0,"38.489273, -120.891614",38.489273,-120.891614,Female,No,Yes,Yes,72.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,4480.0,,0.0
,1.0,United States,California,Banning,92220.0,"33.936298, -116.849577",33.936298,-116.849577,Female,No,Yes,No,40.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,,2654.0,,0.0
2239-JALAW,1.0,United States,California,Mendota,93640.0,"36.687292, -120.437354",36.687292,-120.437354,Male,No,No,No,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,6105.0,Attitude of support person,1.0
1942-OQFRW,1.0,United States,California,Forest Knolls,94933.0,"38.010092, -122.689442",38.010092,-122.689442,Male,No,No,No,1.0,Yes,No,DSL,No,No,,No,No,No,Month-to-month,No,Electronic check,44.0,44,2785.0,,0.0
3186-AJIEK,1.0,United States,California,Apple Valley,92308.0,"34.424926, -117.184503",34.424926,-117.184503,Male,No,No,No,66.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,5097.0,,0.0
1535-VTJOQ,1.0,United States,California,Thornton,95686.0,"38.157794, -121.520223",38.157794,-121.520223,Female,No,No,No,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,553,3904.0,,0.0
9986-BONCE,1.0,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,Female,No,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,5822.0,Network reliability,1.0
1732-FEKLD,1.0,United States,California,Newport Beach,92662.0,"33.606336, -117.893042",33.606336,-117.893042,Female,No,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,5665.0,,0.0
6752-APNJL,1.0,United States,California,Woodlake,93286.0,"36.464635, -119.094348",36.464635,-119.094348,Male,No,Yes,Yes,42.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.5,2301.15,3449.0,,0.0
9581-GVBXT,1.0,United States,California,Santa Maria,93455.0,"34.818227, -120.418784",34.818227,-120.418784,Male,No,Yes,Yes,59.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,34.8,1980.3,6300.0,,0.0
0887-HJGAR,1.0,United States,California,Coalinga,93210.0,"36.186867, -120.387793",36.186867,-120.387793,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,2295.0,Competitor offered higher download speeds,1.0
3308-MHOOC,1.0,United States,California,Scotia,95565.0,"40.440636, -124.098739",40.440636,-124.098739,Male,No,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,3383.0,,0.0
7120-RFMVS,1.0,United States,California,Isleton,95641.0,"38.154823, -121.601358",38.154823,-121.601358,Male,No,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,4340.0,Price too high,1.0
4398-HSCJH,1.0,United States,California,Los Angeles,90013.0,"34.044639, -118.240413",34.044639,-118.240413,Female,No,No,No,3.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,3155.0,Competitor offered higher download speeds,1.0
1236-WFCDV,1.0,United States,California,Greenbrae,94904.0,"37.946617, -122.563571",37.946617,-122.563571,Male,Yes,No,No,14.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,4777.0,Competitor offered more data,1.0
1494-EJZDW,1.0,United States,California,Nice,95464.0,"39.12334, -122.838198",39.12334,-122.838198,Female,No,Yes,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,2836.0,,0.0
7748-UMTRK,1.0,United States,California,San Francisco,94132.0,"37.722302, -122.491129",37.722302,-122.491129,Female,Yes,No,Yes,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,2440.0,,0.0
2403-BCASL,1.0,United States,California,Santa Ana,92705.0,"33.766004, -117.786763",33.766004,-117.786763,Male,Yes,Yes,No,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,3711.0,Don't know,1.0
3758-CKOQL,,United States,California,Valyermo,93563.0,"34.39583, -117.734568",34.39583,-117.734568,Female,No,Yes,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,4620.0,,0.0
9881-VCZEP,1.0,United States,California,San Jose,95126.0,"37.327069, -121.916819",37.327069,-121.916819,Female,No,Yes,No,25.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373,5701.0,,0.0
1042-HFUCW,1.0,United States,California,Cobb,95426.0,"38.838088, -122.73203",38.838088,-122.73203,Female,No,No,Yes,25.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,5136.0,,0.0
4199-QHJNM,1.0,United States,California,Bass Lake,93604.0,"37.458367, -119.345011",37.458367,-119.345011,Male,Yes,Yes,No,67.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,5869.0,,0.0
9079-YEXQJ,1.0,United States,California,Chino,91710.0,"33.990646, -117.663025",33.990646,-117.663025,Female,No,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,5527.0,Product dissatisfaction,1.0
0839-JTCUD,1.0,United States,California,Mission Viejo,92691.0,"33.611945, -117.665867",33.611945,-117.665867,Female,No,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,4082.0,,0.0
3796-ENZGF,1.0,United States,California,The Sea Ranch,95497.0,"38.696659, -123.436861",38.696659,-123.436861,Male,No,Yes,No,63.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,6438.0,,0.0
8028-PNXHQ,1.0,United States,California,Downey,90242.0,"33.921793, -118.140588",33.921793,-118.140588,Male,No,Yes,No,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,4444.0,,0.0
4208-UFFGW,1.0,United States,California,Byron,94514.0,"37.83323, -121.601461",37.83323,-121.601461,Male,Yes,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,5900.0,Don't know,1.0
0620-XEFWH,1.0,United States,California,Oak Run,96069.0,"40.689243, -122.037023",40.689243,-122.037023,Male,No,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,5279.0,,0.0
0071-NDAFP,1.0,United States,California,Santa Rosa,95405.0,"38.439696, -122.668817",38.439696,-122.668817,Male,No,Yes,Yes,25.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,5230.0,,0.0
,1.0,United States,California,Spring Valley,91977.0,"32.726627, -116.994608",32.726627,-116.994608,Male,No,No,No,23.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,3515.0,,0.0
0112-QAWRZ,1.0,United States,California,Palo Verde,92266.0,"33.3249, -114.758334",33.3249,-114.758334,Male,No,Yes,Yes,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,5560.0,,0.0
9777-IQHWP,1.0,United States,California,Greenfield,93927.0,"36.248708, -121.386617",36.248708,-121.386617,Male,No,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,6249.0,,0.0
8822-KNBHV,1.0,United States,California,Los Angeles,90011.0,"34.00709, -118.258681",34.00709,-118.258681,Female,No,No,No,48.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,4250.0,,0.0
5146-YYFRZ,1.0,United States,California,Hacienda Heights,91745.0,"33.998471, -117.973758",33.998471,-117.973758,Male,No,,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1311.75,6212.0,,0.0
1304-NECVQ,1.0,United States,California,Somis,93066.0,"34.297628, -119.014627",34.297628,-119.014627,Female,Yes,No,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,5203.0,Competitor made better offer,1.0
0603-TPMIB,1.0,United States,California,San Simeon,93452.0,"35.746484, -121.223355",35.746484,-121.223355,Female,No,Yes,Yes,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,4746.0,,0.0
1596-BBVTG,1.0,United States,California,Fresno,93711.0,"36.833002, -119.82947",36.833002,-119.82947,Male,No,No,No,35.0,Yes,Yes,Fiber optic,,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2636.05,2785.0,Don't know,
5997-OPVFA,1.0,United States,California,Montrose,91020.0,"34.2112, -118.230625",34.2112,-118.230625,Male,No,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,6212.0,,0.0
9715-WZCLW,1.0,United States,California,Fontana,92335.0,"34.087558, -117.464096",34.087558,-117.464096,Male,No,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,4603.0,,0.0
6619-RPLQZ,1.0,United States,California,June Lake,93529.0,"37.730269, -119.055813",37.730269,-119.055813,Female,No,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,2844.0,,0.0
0268-QKIWO,1.0,United States,California,Pilot Hill,95664.0,"38.803731, -121.043799",38.803731,-121.043799,Female,No,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,2647.0,Lack of affordable download/upload speed,1.0
7710-JSYOA,1.0,United States,California,Pala,92059.0,"33.384345, -117.072619",33.384345,-117.072619,Female,No,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,5205.0,,0.0
7182-OVLBJ,1.0,United States,California,Kenwood,95452.0,"38.419525, -122.521585",38.419525,-122.521585,Female,No,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,5735.0,,0.0
1498-NHTLT,1.0,United States,California,Citrus Heights,95621.0,"38.69549, -121.307864",38.69549,-121.307864,Male,No,Yes,Yes,59.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186,5020.0,,0.0
8590-OHDIW,1.0,United States,California,Garden Grove,92843.0,"33.764018, -117.931507",33.764018,-117.931507,Female,No,Yes,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,749.35,4686.0,,0.0
7114-AEOZE,1.0,United States,California,Big Bar,96010.0,"40.775272, -123.287414",40.775272,-123.287414,Female,No,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,6213.0,,0.0
3258-SANFR,1.0,United States,California,Big Oak Flat,95305.0,"37.818589, -120.256995",37.818589,-120.256995,Male,Yes,No,No,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,276.5,4270.0,,0.0
3055-OYMSE,1.0,United States,California,Saratoga,95070.0,"37.257772, -122.051824",37.257772,-122.051824,Female,Yes,No,No,53.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,6469.0,,0.0
4092-OFQZS,1.0,United States,California,Manhattan Beach,90266.0,"33.889632, -118.39737",33.889632,-118.39737,Male,No,Yes,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,4147.0,,0.0
5729-KLZAR,1.0,United States,California,Sacramento,95817.0,"38.550722, -121.457314",38.550722,-121.457314,Female,No,Yes,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,2961.0,Competitor had better devices,1.0
7449-HVPIV,1.0,United States,California,Chula Vista,91913.0,"32.64164, -116.985026",32.64164,-116.985026,Male,No,Yes,Yes,55.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,4603.0,,0.0
4670-TABXH,1.0,United States,California,Hawthorne,90250.0,"33.914775, -118.348083",33.914775,-118.348083,Male,No,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,5791.0,,0.0
3235-ETOOB,1.0,United States,California,Lakeside,92040.0,"32.909873, -116.906774",32.909873,-116.906774,Male,No,Yes,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,3683.0,Competitor offered higher download speeds,1.0
3372-CDXFJ,1.0,United States,California,San Quentin,94964.0,"37.942551, -122.491642",37.942551,-122.491642,Male,No,Yes,,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,5077.0,,0.0
6614-VBEGU,1.0,United States,California,Loma Linda,92354.0,"34.049315, -117.255974",34.049315,-117.255974,Female,No,Yes,No,24.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,4208.0,,0.0
2382-BCKQJ,1.0,United States,California,Big Sur,93920.0,"36.092975, -121.549826",36.092975,-121.549826,Female,No,No,No,62.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,5600.0,Competitor offered higher download speeds,1.0
6851-WEFYX,1.0,United States,California,Descanso,91916.0,"32.912664, -116.635387",32.912664,-116.635387,Male,Yes,Yes,No,35.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,3318.0,,0.0
2525-GVKQU,1.0,United States,California,Santa Margarita,93453.0,"35.303926, -120.256567",35.303926,-120.256567,Female,No,No,No,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093,4192.0,,0.0
2969-VAPYH,1.0,United States,California,Fresno,93704.0,"36.799648, -119.801247",36.799648,-119.801247,Female,No,No,No,67.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,3870,4363.0,,0.0
6521-YYTYI,1.0,United States,California,Navarro,95463.0,"39.182916, -123.552571",39.182916,,Male,No,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,2578.0,,1.0
4123-DVHPH,1.0,United States,California,Orinda,94563.0,"37.873916, -122.20522",37.873916,-122.20522,Male,No,Yes,No,9.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,2715.0,,0.0
8017-LXHFA,1.0,United States,California,Davis Creek,96108.0,"41.750354, -120.403885",41.750354,-120.403885,Female,Yes,No,No,23.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,2740.0,Competitor made better offer,1.0
1052-QJIBV,1.0,United States,California,Colfax,95713.0,"39.084645, -120.894014",39.084645,-120.894014,Female,No,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1397.3,6015.0,,0.0
6341-AEVKX,1.0,United States,California,Ontario,91762.0,"34.057256, -117.667677",34.057256,-117.667677,Female,No,,No,62.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.3,6613.65,5905.0,,0.0
3397-AVTKU,1.0,United States,California,Mount Hamilton,95140.0,"37.382909, -121.634151",37.382909,-121.634151,Male,No,No,No,43.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,4614.0,,0.0
4130-MZLCC,1.0,United States,California,Temple City,91780.0,"34.101608, -118.055848",34.101608,-118.055848,Female,No,No,No,5.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,,,0.0
3070-DVEYC,1.0,United States,California,Williams,95987.0,"39.117537, -122.284654",39.117537,-122.284654,Male,Yes,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,,Mailed check,73.75,545.15,5638.0,Lack of self-service on Website,1.0
4254-QPEDE,1.0,United States,California,Banning,92220.0,"33.936298, -116.849577",33.936298,-116.849577,Female,No,Yes,No,52.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,4275.0,,0.0
